Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary
Mancini,718,Spain,Female,49,10,82321.88,0,1,11144.4
Iadanza,589,Spain,Female,27,4,0,1,0,144181.48
Wilkinson,778,Spain,Male,33,5,116474.28,1,1,32757.55
P'eng,724,France,Female,34,3,132352.69,1,0,80320.3
St Clair,477,France,Female,39,4,182491.57,1,0,185830.72
Preston,580,France,Male,34,6,0,1,1,160095.31
Findlay,566,Spain,Male,63,2,120787.18,1,1,52198.84
Nixon,711,France,Female,29,3,130181.47,1,0,31811.44
Gorshkov,706,France,Male,32,5,88348.43,1,1,104181.78
Chukwubuikem,703,Spain,Male,31,6,0,1,1,67667.19
Medvedeva,679,France,Male,39,2,146186.28,1,1,193974.47
Chukwuhaenye,603,France,Male,32,7,0,1,0,198055.94
Endrizzi,598,Spain,Male,34,0,104488.17,0,1,43249.67
Ch'ang,836,France,Female,32,4,109196.67,1,0,55218.02
Piccio,687,France,Female,61,7,80538.56,1,0,131305.37
Lockington,704,France,Male,41,4,109026.8,1,1,43117.1
Seleznyov,605,France,Male,75,2,61319.63,0,1,186655.11
Weston,516,France,Female,40,9,0,0,1,33266.29
Groom,572,France,Female,39,2,0,1,1,555.28
Manfrin,557,France,Male,42,6,177822.03,1,0,150944.31
Robertson,443,France,Male,59,4,110939.3,1,0,72846.58
Ch'ang,604,France,Male,25,7,165413.43,1,1,35279.74
Lucchesi,483,France,Male,27,1,77805.66,1,1,2101.89
Cambage,702,France,Male,50,3,0,0,0,94949.84
Tan,670,Spain,Female,57,3,175575.95,1,0,99061.75
Tao,804,Spain,Female,38,3,124197.22,1,0,74692.06
Hsieh,850,France,Female,30,3,0,1,0,116692.8
Burdekin,554,France,Female,39,10,160132.75,1,0,32824.15
Longo,588,France,Female,37,7,70258.88,1,0,139607.61
Maughan,758,France,Male,32,4,162657.64,1,1,115525.13
Franz,787,France,Male,43,0,132217.45,1,0,20955.03
Piazza,582,Spain,Male,25,9,148042.97,1,0,52341.15
Morant,633,Spain,Female,33,4,92855.02,1,1,159813.18
Becher,766,France,Male,47,9,129289.98,1,0,169935.46
Lombardi,564,Spain,Male,37,9,100252.18,1,1,146033.52
Loton,602,Spain,Male,37,3,107592.89,0,1,153122.73
Conti,649,France,Male,39,3,113096.41,1,1,60335.24
Sani,679,Spain,Female,40,7,0,1,1,163757.29
Lori,639,Spain,Male,34,7,149940.04,0,0,156648.81
Wong,790,France,Male,50,8,121438.58,1,1,176471.78
Lombardi,565,France,Male,32,9,0,1,0,5388.3
Obialo,478,France,Female,50,2,0,0,1,93332.64
Mazzi,825,France,Male,29,3,148874.01,0,1,71192.82
Von Doussa,528,Spain,Female,32,0,68138.37,1,1,170309.19
Miller,577,Spain,Male,35,5,110080.3,1,1,109794.31
Miracle,663,France,Male,24,7,0,1,1,166310.82
Su,505,France,Female,25,5,114268.85,1,1,126728.27
Wyatt,633,France,Male,29,6,117412.35,0,0,30338.94
Anayolisa,586,France,Female,38,6,0,1,1,37935.83
Wade,850,France,Female,35,9,0,0,0,25329.48
Enemuo,629,France,Female,37,1,35549.81,0,0,49676.33
Bruno,744,France,Male,56,9,0,1,1,169498.61
Greece,750,France,Male,36,7,136492.92,1,1,26500.29
Yang,637,France,Male,28,3,123675.69,1,1,166458.41
Brown,575,France,Female,40,1,139532.34,1,0,181294.39
Anderson,671,Spain,Male,58,1,178713.98,1,1,21768.21
Johnston,571,France,Male,40,5,0,0,0,72849.29
Zakharov,590,France,Male,41,1,89086.31,1,0,24499.97
Golibe,619,Spain,Male,38,3,96143.47,0,0,98994.92
Nikitina,640,France,Female,30,5,32197.64,0,1,141446.01
Leonard,670,France,Male,38,7,0,1,1,77864.41
Burns,737,France,Female,33,4,0,1,0,115115.32
Burtch,555,Spain,Male,32,10,0,0,1,168605.96
Clark,742,France,Male,33,6,0,0,0,38550.4
Woodward,618,France,Female,40,0,140306.38,1,0,160618.61
Spencer,560,France,Female,35,1,0,1,0,3701.63
Chao,654,France,Male,38,8,0,1,0,88659.44
Costa,787,France,Female,42,2,74483.97,0,1,44273.91
McLachlan,611,France,Female,53,7,0,0,1,156495.39
Hung,559,Spain,Male,34,0,0,1,0,182988.94
Akhtar,481,France,Male,37,8,152303.66,1,1,175082.2
Toscani,753,France,Male,32,5,159904.79,1,0,148811.14
Gray,675,France,Male,32,1,0,1,0,85901.09
Warren,748,France,Female,31,1,99557.94,1,0,199255.32
Ramsden,610,Spain,Female,46,5,116886.59,0,0,107973.44
Bartlett,580,Spain,Male,32,9,142188.2,0,1,128028.6
Wenz,624,France,Female,40,3,149961.99,1,0,104610.86
Kisch,709,France,Female,36,8,0,1,1,69676.55
Mai,605,France,Female,34,2,0,0,0,35982.42
McGregor,706,Spain,Male,53,7,0,0,1,117939.17
Pinto,567,Spain,Male,40,8,28649.64,1,1,95140.62
Newman,747,France,Female,21,4,81025.6,1,0,167682.57
Pagnotto,664,France,Male,57,1,0,1,1,56562.57
Williams,711,France,Female,39,3,152462.79,1,0,90305.97
Ndubuisi,609,France,Male,25,10,0,0,1,109895.16
Plummer,632,Spain,Male,28,7,155519.59,1,0,1843.24
Chimezie,725,France,Female,36,1,118851.05,1,1,102747.02
Nash,850,France,Female,34,9,92899.27,1,0,97465.89
Onochie,682,France,Male,40,4,0,0,1,105352.55
Rizzo,797,France,Male,37,4,75263.7,1,0,85801.77
Boni,668,Spain,Male,38,1,147904.31,1,1,69370.05
Davies,783,France,Female,41,5,106640.5,1,0,176945.96
Lu,766,France,Female,28,4,90696.78,0,1,21597.2
Burrows,704,Spain,Female,36,2,175509.8,1,0,152039.67
Ershova,722,France,Male,40,6,0,1,1,111893.09
Udokamma,692,France,Female,34,7,0,1,0,195074.62
Aitken,584,France,Female,35,2,114321.28,0,0,15959.01
Turnbull,644,France,Female,51,4,95560.04,0,0,72628.84
Reilly,598,France,Female,50,5,88379.81,0,1,64157.24
Hardy,733,France,Male,48,7,85915.52,1,1,23860.5
Brookman,615,France,Male,58,3,72309.3,1,1,85687.09
Kerr,850,France,Female,39,2,0,1,0,179451.42
McBurney,521,France,Male,43,8,0,1,1,93180.09
Mickey,675,France,Male,69,1,0,1,0,157097.09
Harrison,746,France,Male,58,3,0,1,1,80344.96
Olszewski,770,France,Female,33,4,0,1,0,26080.54
Chijioke,618,France,Male,30,3,133844.22,1,1,31406.93
Young,556,France,Male,36,7,154872.08,1,1,32044.64
Bellasis,749,France,Female,27,9,0,1,0,132734.87
De Mestre,702,Spain,Male,43,6,116121.67,1,0,61602.42
De Luca,555,France,Male,42,6,107104.5,1,1,41304.44
Mundy,587,France,Male,47,6,71026.77,1,0,57962.41
Tung,639,France,Male,38,3,0,1,0,42862.82
Donahue,643,France,Male,33,4,0,1,1,152992.04
Okagbue,600,France,Female,41,1,0,1,1,91193.65
Nnaemeka,651,France,Male,53,7,0,1,1,130132.41
Verjus,666,France,Female,27,4,0,0,0,88751.45
H?,520,France,Female,39,6,145644.05,0,0,104118.93
Napolitani,650,Spain,Female,50,7,129667.77,0,0,42028.16
Ginikanwa,564,France,Male,33,3,109341.87,1,0,75632.78
Spaull,586,France,Male,64,1,0,1,1,53710.23
Siciliani,617,France,Female,35,5,0,0,1,13066.3
Voronina,712,Spain,Female,30,6,0,1,0,152417.97
Tang,654,France,Male,55,3,87485.67,1,1,3299.01
Crumbley,605,France,Male,27,9,0,1,0,198091.81
Hamilton,491,France,Female,36,0,53369.13,1,1,103934.12
Piazza,707,France,Female,35,9,0,1,1,70403.65
Birch,638,Spain,Male,34,5,146679.77,1,0,102179.86
Custance,683,France,Male,43,2,112499.42,1,0,30375.18
Anayochukwu,815,Spain,Female,38,2,48387,1,0,184796.84
Galkin,645,Spain,Male,38,1,68079.8,0,1,166264.89
Adams,645,France,Male,49,4,160133.88,0,1,88391.97
Toomey,683,France,Male,30,4,66190.33,1,1,115186.97
Marshall-Hall,705,France,Female,37,10,0,1,1,13935.53
Shen,647,France,Male,35,4,123761.68,1,0,83910.4
Pagnotto,786,France,Female,33,0,122325.58,0,0,34712.34
Wood,534,France,Male,41,9,0,1,0,13871.34
More,602,Spain,Female,42,1,138912.17,1,1,139494.75
Piccio,695,France,Female,42,0,0,0,1,140724.64
Tochukwu,553,France,Female,25,7,128524.19,1,0,20682.46
Graham,516,Spain,Female,31,3,0,1,0,124202.26
Tung,655,France,Female,34,3,0,1,0,159638.77
P'eng,849,France,Female,49,9,132934.89,1,0,171056.65
Nevzorova,520,France,Male,43,3,150805.17,0,1,25333.03
Toscani,568,Spain,Female,46,3,0,1,1,29372.62
McKenzie,695,Spain,Male,32,9,0,0,1,38533.79
Okwuoma,807,Spain,Female,28,7,165969.26,1,0,156122.13
Morley,642,France,Female,36,2,124495.98,1,1,57904.22
Kerr,703,France,Male,39,1,141559.5,1,1,31257.1
Harding,556,France,Male,38,2,114756.14,1,0,193214.05
Butler,585,France,Female,30,6,0,1,1,137757.69
Crawford,587,France,Female,49,7,155393.98,1,0,13308.2
Brown,524,Spain,Female,32,6,0,1,1,132861.9
Greece,556,France,Female,31,1,128663.81,1,0,125083.29
Matthews,504,Spain,Male,44,4,113522.64,1,1,12405.2
Heath,731,Spain,Female,26,3,0,1,0,37697.29
Vincent,651,France,Male,34,3,0,1,1,105599.65
Sal,675,Spain,Female,40,8,79035.95,1,0,142783.98
Milne,657,Spain,Female,22,6,0,0,1,168412.07
Bazile,686,France,Male,33,9,141918.09,0,1,184036.47
Wardle,690,France,Female,35,9,107944.33,0,0,48478.47
Lilly,567,France,Male,36,7,0,0,1,3896.08
Aitken,557,France,Male,57,1,120043.13,1,0,132370.75
Enderby,446,Spain,Female,45,10,125191.69,1,1,128260.86
Chiu,850,France,Male,31,1,96399.31,1,0,106534.15
Ugorji,637,France,Male,41,2,0,0,1,102515.42
Sharpe,499,France,Male,60,7,76961.6,1,1,83643.87
Houghton,622,France,Female,34,7,98675.74,1,0,138906.85
Konovalova,684,France,Male,37,1,126817.13,1,1,29995.83
Patel,612,France,Male,32,3,121394.42,1,0,164081.42
Ngozichukwuka,813,France,Female,29,5,106059.4,0,0,187976.88
Medland,850,France,Male,44,2,112755.34,0,0,158171.36
Padovano,795,Spain,Male,29,4,0,0,0,155711.64
Tsui,628,Spain,Female,55,7,0,1,0,85890.75
H?,565,France,Female,38,7,145400.69,1,1,83844.79
Denman,601,France,Male,39,3,72647.64,1,0,41777.9
Ratten,802,Spain,Male,40,4,0,1,1,81908.09
Baxter,614,France,Female,37,6,96340.81,1,1,139377.24
Norman,434,Spain,Male,55,6,0,0,1,73562.05
Shen,522,France,Male,32,8,124450.36,1,1,165786.1
Reilly,550,France,Male,36,2,113877.23,1,0,174921.91
Ifeanacho,599,Spain,Male,25,3,0,1,1,120790.02
Graham,493,France,Female,36,5,148667.81,1,0,56092.51
Lysaght,755,France,Male,34,3,0,1,1,158816.03
T'ang,605,France,Female,62,4,111065.93,0,1,125660.99
Abron,708,France,Male,41,0,0,1,0,128400.62
Chimaraoke,699,France,Male,44,8,158697.61,1,0,107181.22
Y?an,763,France,Female,53,4,0,1,0,77203.72
Sergeyeva,743,Spain,Male,25,6,0,1,0,129740.11
Ma,660,France,Female,48,0,90044.32,0,1,187604.97
Obiajulu,619,France,Male,38,10,84651.79,1,1,184754.26
Belcher,739,France,Male,32,3,102128.27,1,0,63981.37
K?,769,France,Male,60,9,148846.39,1,0,192831.67
Brown,692,France,Male,69,10,154953.94,1,1,70849.47
Abernathy,560,France,Female,30,0,108883.29,1,0,27914.95
Pape,607,France,Female,48,4,112070.86,1,0,173568.3
Tao,630,France,Male,29,6,131354.39,0,1,9324.31
Ma,767,France,Female,45,7,132746.2,1,0,26628.88
Earle,543,France,Female,34,8,0,0,1,145601.8
Kazantsev,776,France,Male,39,8,125211.55,1,0,144496.07
Uspenskaya,535,Spain,Male,58,1,0,1,1,11779.98
Coombes,549,France,Male,36,6,139422.37,0,0,83983.39
Hopman,844,France,Female,28,4,0,0,1,123318.37
McKay,586,France,Female,47,5,157099.47,1,1,65481.86
Milanesi,583,France,Male,40,3,0,1,0,47728
Chineze,701,Spain,Male,26,5,83600.24,0,1,59195.05
Dawson,726,France,Male,28,2,0,0,0,98060.51
Shih,829,France,Male,36,4,81795.74,1,0,90106.94
Hughes,749,Spain,Male,38,9,129378.32,1,1,13549.34
Clark,743,France,Female,46,9,0,1,0,113436.08
Chukwuhaenye,619,Spain,Female,56,7,0,1,1,42442.21
Wall,699,France,Male,22,9,99339,1,0,68297.61
Howell,749,Spain,Male,36,7,0,0,0,80134.65
Lo,600,France,Female,29,6,74430.1,1,1,96051.1
Lazarev,760,Spain,Male,38,3,91241.85,0,1,80682.35
Lowe,528,France,Male,32,2,99092.45,0,1,111149.98
Folliero,630,France,Female,26,5,0,1,0,182612.38
Han,683,France,Female,39,2,100062.16,1,0,109201.43
Holloway,677,France,Female,26,6,98723.67,0,1,151146.67
Pai,669,Spain,Male,29,9,0,1,1,93901.61
Trejo,693,France,Male,43,6,128760.32,1,0,36342.79
Johnston,612,Spain,Female,52,5,144772.69,0,0,98302.57
Macknight,719,Spain,Male,44,4,0,0,0,84972.9
Lo,702,France,Male,26,2,71281.29,1,1,108747.12
Glossop,755,France,Male,29,9,117035.89,1,1,21862.19
Bishop,514,France,Male,26,1,0,0,0,121551.93
Yefremova,753,France,Female,40,0,3768.69,1,0,177065.24
Obialo,548,France,Female,36,2,108913.84,1,1,140460.01
Nkemjika,850,France,Male,28,2,101100.22,1,1,35337.31
Trevisani,612,France,Female,38,7,110615.47,1,1,193502.93
Parkes,628,France,Male,33,8,152143.89,1,1,32174.03
Seleznyov,479,France,Male,47,6,121797.09,0,1,5811.9
Naylor,724,France,Female,41,5,109798.25,0,1,149593.61
Forbes,512,France,Male,41,7,122403.24,0,1,37439.9
Douglas,638,France,Female,43,3,145860.98,1,1,142763.51
Nwankwo,834,Spain,Male,40,7,0,0,0,45038.74
Myers,781,France,Male,29,9,0,0,0,172097.4
Rogova,707,France,Female,48,7,105086.74,1,1,180344.69
Hsing,670,France,Male,22,2,114991.45,1,1,37392.56
Giordano,663,Spain,Female,33,8,96769.04,1,1,36864.05
Okwukwe,624,France,Female,23,5,0,0,0,132418.59
Chalmers,598,France,Female,34,4,0,0,0,60894.26
Chiazagomekpere,619,France,Male,23,5,132725.1,1,1,143913.33
Evseyev,792,France,Female,70,3,0,1,1,172240.27
Parry-Okeden,683,France,Female,26,7,0,1,0,86619.77
Picot,691,France,Female,33,6,0,1,0,164074.89
Reid,765,Spain,Female,33,5,84557.82,1,1,69039.43
Ferri,508,France,Male,49,1,93817.41,1,1,132468.76
Genovesi,637,France,Female,33,9,113913.53,0,1,65316.5
Neumayer,667,France,Female,44,5,140406.68,0,1,57164.19
Murray,575,Spain,Female,22,8,105229.34,1,1,34397.08
Tien,744,Spain,Female,46,1,0,1,1,177431.59
Parkes,567,France,Female,41,9,137891.35,1,0,142009.46
Yip,502,France,Female,35,6,0,1,1,80618.47
Ingle,609,France,Female,53,6,0,1,1,124218.27
Chidubem,715,France,Male,37,9,165252.52,1,0,85286.3
Lu,541,France,Male,32,8,0,0,0,40889.14
Vorobyova,850,France,Female,71,4,0,1,1,107236.87
Chiedozie,595,Spain,Male,23,7,0,1,1,168085.97
Napolitani,650,France,Female,28,5,122034.4,0,1,146663.43
Coffey,625,France,Female,44,7,0,1,0,4791.8
Chigbogu,817,France,Male,59,1,118962.58,1,1,120819.58
Akabueze,526,Spain,Male,49,2,0,1,0,114539.67
Istomin,850,France,Female,34,4,71379.53,1,1,154000.99
Ndubueze,598,France,Female,40,2,171178.25,1,0,137980.58
Toscani,613,France,Male,36,9,131307.11,0,0,83343.73
Ross,709,Spain,Male,62,3,0,1,1,82195.15
Fernando,678,Spain,Female,27,5,87099.85,1,0,149550.95
McClaran,720,France,Male,71,5,183135.39,1,1,197688.5
Yermakova,662,France,Male,26,0,0,0,1,72929.96
Somadina,525,France,Male,51,10,0,1,0,171045.35
Wan,662,France,Male,31,3,0,0,1,27731.05
Mazzi,770,France,Female,33,6,0,1,1,126131.9
Tuan,721,Spain,Female,33,4,72535.45,1,1,103931.49
Townsley,633,France,Male,58,2,128137.42,1,0,147635.33
Yashina,701,France,Male,51,9,0,0,0,61961.57
Henderson,556,France,Male,42,0,115915.53,0,1,125435.47
Mueller,639,France,Male,66,0,0,0,1,42240.54
Wright,632,France,Male,50,2,0,0,0,57942.88
Lung,456,France,Male,29,5,107000.49,1,1,153419.62
Bryant,729,Spain,Female,38,10,0,1,0,189727.12
Madukaife,632,France,Female,34,2,0,0,0,165385.55
Maclean,433,Spain,Male,34,9,152806.74,1,0,19687.99
Abdullah,802,France,Female,60,3,92887.06,1,0,39473.63
Yao,670,France,Male,25,7,0,1,1,144723.38
Cheatham,738,France,Female,40,6,114940.67,1,1,194895.57
Gallagher,706,France,Male,34,0,140641.26,1,1,77271.91
Hao,592,France,Female,70,5,71816.74,1,0,105096.82
Nixon,522,France,Female,41,7,0,0,1,176780.39
Wang,746,France,Male,48,5,165282.42,1,0,153786.46
Kerr,651,Spain,Male,42,2,143145.87,1,0,43612.06
Romani,494,France,Male,28,9,114731.76,0,1,79479.74
Lock,753,France,Female,46,9,113909.69,1,0,92320.37
Millar,671,France,Male,36,2,116695.27,0,0,193201.86
K'ung,696,France,Male,42,4,0,0,0,126353.13
Onyekachi,577,Spain,Male,43,3,0,1,1,135008.92
Somayina,587,France,Male,36,1,0,0,1,17135.6
Dennis,712,France,Male,37,7,93978.96,1,0,60651.77
Brown,498,France,Male,35,2,121968.11,0,1,188343.05
Ogochukwu,660,France,Male,37,2,97324.91,1,0,23291.83
Macleod,678,Spain,Male,29,6,0,1,0,64443.75
Page,530,France,Male,37,8,0,1,1,287.99
Barese,559,France,Female,48,2,0,0,1,137961.41
Agafonova,624,France,Male,42,3,145155.37,1,0,72169.95
Caraway,592,France,Male,28,5,137222.77,0,0,39608.58
Stevenson,767,France,Male,48,9,0,0,1,175458.21
Duncan,653,France,Female,38,5,114268.22,1,1,89524.83
Wang,678,Spain,Male,27,2,0,1,1,13221.25
Kaur,586,Spain,Female,42,2,0,1,0,102889.34
Jenkins,550,France,Female,40,8,150490.32,0,0,166468.21
Edwards,643,France,Male,28,9,160858.13,1,0,27149.27
Kelly,612,Spain,Male,39,5,170288.38,1,1,59601.15
Boyle,674,France,Female,27,4,111568.01,0,1,22026.18
Loane,657,Spain,Male,29,7,83889.03,1,0,153059.62
Padovano,724,France,Female,35,0,171982.95,0,1,167313.07
Li Fonti,500,France,Female,34,4,0,1,0,12833.96
Robinson,688,France,Male,20,8,137624.4,1,1,197582.79
Geach,599,France,Male,50,3,121159.65,0,0,4033.39
Payne,631,France,Male,29,7,0,0,1,125877.22
Chinonyelum,634,Spain,Male,52,1,0,1,1,176913.42
Watkins,545,France,Male,37,3,91184.01,1,0,105476.65
Page,644,Spain,Male,18,8,0,1,0,59172.42
Genovese,690,France,Female,54,1,144027.8,1,1,108731.02
Watson,711,France,Female,34,6,0,1,1,175310.38
Mancini,712,France,Female,29,8,140170.61,1,1,38170.04
Chibueze,627,France,Male,27,1,62092.9,1,1,105887.04
Hunter,694,Spain,Male,39,3,0,1,1,95625.03
Buchi,534,Spain,Male,35,4,0,0,0,9541.15
Charteris,603,France,Male,45,9,0,0,0,148516.79
Aksenov,808,France,Female,33,2,103516.87,1,0,113907.8
Wright,723,Spain,Male,30,1,0,1,0,164647.72
Lu,585,France,Female,35,2,0,1,0,98621.04
K?,706,France,Male,34,8,0,1,1,37479.97
Hou,671,France,Female,31,6,0,1,1,15846.42
Descoteaux,597,Spain,Male,43,2,85162.26,0,1,5104.08
Stephenson,646,France,Female,43,8,143061.88,1,0,61937.6
Cooper,801,Spain,Female,46,6,0,1,1,170008.74
Crump,731,Spain,Female,33,5,137388.01,1,0,165000.68
Diggs,620,France,Female,25,1,137712.01,1,1,76197.05
Shih,484,France,Male,40,7,106901.42,0,0,118045.98
Hudson,647,Spain,Male,47,5,105603.21,1,1,157360.9
Carvosso,688,France,Female,40,8,150679.71,0,1,196226.38
Wyatt,680,France,Male,30,4,108300.27,0,1,44384.57
Kodilinyechukwu,689,France,Female,46,7,52016.08,1,1,72993.65
Vorobyova,513,France,Male,34,7,60515.13,0,0,124571.09
Piccio,553,France,Male,35,2,158584.28,1,0,43640.16
Hsing,689,France,Male,47,2,118812.5,0,0,31121.42
Lucas,517,Spain,Male,46,4,0,1,0,22372.78
T'ang,731,France,Male,37,8,0,1,1,170338.35
North,687,France,Female,47,1,91219.29,0,0,158845.49
Thompson,507,Spain,Male,32,7,0,1,0,67926.18
Simpson,468,France,Female,22,1,76318.64,1,1,194783.12
Nwora,682,Spain,Female,58,4,0,1,0,176036.01
Chandler,603,France,Female,24,3,0,1,1,198826.03
Uspensky,522,France,Male,25,1,111432.13,1,1,168683.57
Ferguson,629,Spain,Male,41,10,150148.51,0,0,6936.27
Kerr,729,France,Female,32,7,38550.06,0,1,179230.23
Furneaux,574,France,Female,39,5,119013.86,1,0,103421.91
Kambinachi,677,France,Female,39,0,111213.64,1,1,147578.26
Black,627,France,Male,28,5,71097.23,1,1,130504.49
Chizoba,788,Spain,Male,36,10,109632.85,1,1,16149.13
Peng,697,France,Male,63,7,148368.02,0,0,118862.08
Leach,578,France,Male,45,1,148600.91,1,0,143397.14
Chiazagomekpele,519,France,Male,48,10,71083.98,1,0,137959
Nickson,632,France,Female,40,9,139625.34,1,0,93702.96
Lin,679,France,Female,39,4,0,0,0,172939.3
Alexeieva,699,France,Male,30,9,0,1,1,108162.13
Sykes,615,France,Male,64,0,81564.1,0,1,35896.09
Martin,622,Spain,Male,36,9,0,1,1,104852.6
Herz,755,France,Female,28,7,124540.28,0,1,188850.89
Nikitina,767,France,Female,42,2,133616.39,1,0,28615.8
Ko,752,France,Female,38,10,101648.5,1,0,172001.44
Highett,633,France,Female,26,8,124281.84,1,1,60116.57
Jackson,717,France,Female,59,4,0,1,1,170528.63
Ball,585,Spain,Male,45,0,0,0,0,189683.7
Nelson,751,France,Female,37,9,183613.66,0,0,49734.94
Woronoff,754,France,Male,65,1,136186.44,1,1,121529.59
Morrison,495,France,Male,47,10,137682.68,1,0,71071.47
Smith,650,France,Male,34,4,106005.54,0,1,142995.32
Rendall,529,France,Female,31,6,152310.55,1,0,13054.25
McIntyre,585,France,Female,43,2,0,1,0,89402.54
Wei,668,Spain,Male,32,1,134446.04,0,1,111241.37
Allardyce,591,France,Female,38,2,142289.28,0,1,119638.85
Cremonesi,731,France,Male,19,6,0,1,1,151581.79
Weatherford,754,France,Female,45,6,0,1,0,73881.68
Jen,650,France,Female,46,9,149003.76,1,0,176902.83
Macleod,588,France,Male,41,2,131341.46,0,1,7034.94
Mironova,712,Spain,Female,29,7,77919.78,1,0,122547.58
Sharpe,691,France,Female,34,7,0,0,1,161559.12
Osborne,771,France,Female,41,10,108309,1,1,137510.41
Chu,678,Spain,Female,39,6,0,0,1,185366.56
Chong,719,Spain,Female,40,9,0,1,0,182224.14
Alvarez,610,France,Male,36,7,115462.02,0,1,42581.04
Palerma,722,Spain,Male,37,9,0,1,0,31921.95
Chiemenam,758,France,Female,23,5,122739.1,1,0,102460.84
Pritchard,709,France,Female,32,2,0,0,0,109681.29
Wallis,634,France,Female,53,3,113781.5,1,1,106345.05
Palerma,678,Spain,Female,49,1,0,1,1,102472.9
Hill,633,France,Male,35,3,0,1,1,36249.76
Hudson,710,France,Male,43,9,128284.45,1,0,32996.89
Chung,640,France,Male,45,8,120591.19,0,0,195123.94
Zhdanova,656,France,Male,63,8,0,0,1,57014.43
Fraser,551,France,Female,59,2,166968.28,1,0,159483.76
Meng,786,Spain,Female,39,7,0,0,0,100929.59
Cherkasova,561,France,Female,49,8,0,1,1,12513.07
Rawlings,807,Spain,Male,42,5,0,1,1,74900.9
Jen,602,France,Male,38,2,71667.97,0,0,137111.89
Chien,727,France,Female,31,3,82729.47,1,0,60212.51
Gorbunov,678,France,Male,40,1,0,1,1,187343.4
Lucas,730,France,Male,23,8,0,1,0,183284.53
Young,596,Spain,Female,30,1,0,1,0,8125.39
Colombo,686,France,Male,39,3,129626.19,1,1,103220.56
Tsao,684,France,Female,26,2,114035.39,0,0,96885.19
Lewis,797,France,Male,32,1,151922.94,1,0,8877.06
Hussain,658,France,Female,39,4,0,1,1,147530.06
Anderson,653,Spain,Female,27,6,107751.68,1,1,33389.42
Ulyanov,641,France,Male,37,6,0,1,0,45309.24
Shaw,656,Spain,Female,41,6,101179.23,1,1,35230.61
Lucciano,750,Spain,Female,36,6,0,1,1,59816.41
Gordon,768,France,Female,40,8,0,0,1,69080.46
Woodward,568,France,Male,33,7,0,1,0,143450.61
Cunningham,706,France,Male,36,9,58571.18,1,0,40774.01
Boni,430,France,Female,38,8,153058.64,1,0,99377.27
Truscott,745,France,Male,35,4,98270.34,1,0,133617.43
Ginikanwa,747,France,Male,43,1,130788.71,0,1,101495
Bailey,657,France,Male,40,7,99165.84,0,1,119333.95
